871438563	20180909	201809	2018	2018.6822											EDU	COLLEGE						EDU			0	043	043	04	1	2.8	6	1	6	0.85603112840467	0								4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20190909120000	https://www.cbc.ca/news/canada/sudbury/international-domestic-students-recruiting-rising-tuition-1.5255751
871438564	20180909	201809	2018	2018.6822											EDU	COLLEGE						EDU			0	043	043	04	1	2.8	2	1	2	0.85603112840467	0								1	Saudi Arabia	SA	SA		25	45	SA	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20190909120000	https://www.cbc.ca/news/canada/sudbury/international-domestic-students-recruiting-rising-tuition-1.5255751
871438565	20180909	201809	2018	2018.6822	BUS	COMPANIES						BUS													1	042	042	04	1	1.9	10	1	10	-1.28755364806867	3	Las Vegas, Nevada, United States	US	USNV	NV003	36.175	-115.137	847388	0								3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20190909120000	https://www.cnbc.com/2019/09/09/stocks-making-the-biggest-moves-premarket-amazon-etrade-royal-caribbean-pge-more.html
871438566	20180909	201809	2018	2018.6822	CHN	CHINESE	CHN								EDU	SCHOOL						EDU			1	036	036	03	1	4.0	1	1	1	1.55709342560554	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20190909120000	https://www.gazettextra.com/news/local/financial-and-cultural-benefits-janesville-school-board-to-review-international/article_9844a789-d631-53f0-878a-dd0960423fcb.html
871438567	20180909	201809	2018	2018.6822	CHN	CHINESE	CHN								EDU	SCHOOL						EDU			1	036	036	03	1	4.0	1	1	1	1.55709342560554	1	United States	US	US		39.828175	-98.5795	US	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20190909120000	https://www.gazettextra.com/news/local/financial-and-cultural-benefits-janesville-school-board-to-review-international/article_9844a789-d631-53f0-878a-dd0960423fcb.html
871438568	20180909	201809	2018	2018.6822	CHNEDU	CHINESE	CHN					EDU			EDU	SCHOOL						EDU			1	036	036	03	1	4.0	3	1	3	1.55709342560554	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20190909120000	https://www.gazettextra.com/news/local/financial-and-cultural-benefits-janesville-school-board-to-review-international/article_9844a789-d631-53f0-878a-dd0960423fcb.html
871438569	20180909	201809	2018	2018.6822	CRM	CRIMINAL						CRM			KEN	KENYA	KEN								0	173	173	17	4	-5.0	1	1	1	-3.584229390681	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20190909120000	https://www.capitalfm.co.ke/news/2019/09/magistrate-in-sh30mn-heroin-scandal-freed-on-sh20000-cash-bail/
871438570	20180909	201809	2018	2018.6822	EDU	COLLEGE						EDU													0	042	042	04	1	1.9	6	1	6	0.85603112840467	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	0								4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20190909120000	https://www.cbc.ca/news/canada/sudbury/international-domestic-students-recruiting-rising-tuition-1.5255751
871438571	20180909	201809	2018	2018.6822	EDU	COLLEGE						EDU													0	042	042	04	1	1.9	2	1	2	0.85603112840467	1	Saudi Arabia	SA	SA		25	45	SA	0								4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20190909120000	https://www.cbc.ca/news/canada/sudbury/international-domestic-students-recruiting-rising-tuition-1.5255751
871438572	20180909	201809	2018	2018.6822	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	4	1	4	1.50214592274678	3	Arlington, Texas, United States	US	USTX	TX439	32.7357	-97.1081	1372320	0								3	Arlington, Texas, United States	US	USTX	TX439	32.7357	-97.1081	1372320	20190909120000	https://www.ksl.com/article/46634687/looking-to-hire-30000-amazon-plans-nationwide-job-fairs
871438573	20190810	201908	2019	2019.6027	ARE	DUBAI	ARE								USAGOV	UNITED STATES	USA					GOV			1	160	160	16	4	-4.0	2	1	2	-0.36630036630037	4	Sheikh Ali, Madinat ash Shamal, Qatar	QA	QA08	25307	25.9667	51.1	-785563	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20190909120000	http://www.wboc.com/story/41018426/kuwaits-ruler-90-in-us-hospital-and-cancels-trump-visit
871438574	20190810	201908	2019	2019.6027	EUR	EUROPEAN	EUR																		1	071	071	07	2	7.4	5	1	5	0.71090047393365	1	Finland	FI	FI		64	26	FI	0								1	Finland	FI	FI		64	26	FI	20190909120000	https://www.ipe.com/reports/special-reports/top-1000-pension-funds/top-1000-pension-funds-2019-asset-growth-in-challenging-times/10033022.article
871438575	20190810	201908	2019	2019.6027	GBRGIBGOV	GIBRALTAR	GBR					GOV			IRNBUS	IRAN	IRN					BUS			1	084	084	08	2	7.0	1	1	1	-5.41666666666667	4	Tartous, Tartus, Syria	SY	SY14	26378	34.889	35.8866	-2548614	1	Iran	IR	IR		32	53	IR	1	Gibraltar	GI	GI		36.133333	-5.35	GI	20190909120000	https://www.albawaba.com/business/iran%E2%80%99s-formerly-detained-tanker-sells-oil-planned-destination-1307570
871438576	20190810	201908	2019	2019.6027	GBRGIBGOV	GIBRALTAR	GBR					GOV			IRNBUS	IRANIAN	IRN					BUS			1	084	084	08	2	7.0	2	1	2	-5.41666666666667	1	Gibraltar	GI	GI		36.133333	-5.35	GI	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20190909120000	https://www.albawaba.com/business/iran%E2%80%99s-formerly-detained-tanker-sells-oil-planned-destination-1307570
871438577	20190810	201908	2019	2019.6027	NGA	NIGERIAN	NGA								USA	UNITED STATES	USA								0	026	026	02	1	4.0	2	1	2	-2.60557053009884	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20190909120000	https://www.news24.com/Africa/News/there-is-just-so-much-nigeria-can-do-for-its-citizens-in-sa-20190909
871438578	20190810	201908	2019	2019.6027	NGAGOV	NIGERIAN	NGA					GOV			USA	AMERICAN	USA								0	026	026	02	1	4.0	6	1	6	-2.60557053009884	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20190909120000	https://www.news24.com/Africa/News/there-is-just-so-much-nigeria-can-do-for-its-citizens-in-sa-20190909
871438579	20190810	201908	2019	2019.6027	THABUS	SIAM	THA					BUS			BUS	INDUSTRY						BUS			1	120	120	12	3	-4.0	10	1	10	-1.55844155844156	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20190909120000	https://www.firstpost.com/business/auto-sector-crisis-kiran-mazumdar-shaw-seeks-measures-to-save-jobs-says-need-to-boost-consumer-sentiments-7311671.html
871438580	20190810	201908	2019	2019.6027	UGA	UGANDA	UGA																		1	051	051	05	1	3.4	2	1	2	0	4	Masaka, Masaka, Uganda	UG	UG71	18585	-0.312724	31.7159	-1731978	0								4	Masaka, Masaka, Uganda	UG	UG71	18585	-0.312724	31.7159	-1731978	20190909120000	https://allafrica.com/stories/201909090363.html
871438581	20190810	201908	2019	2019.6027	USA	THE US	USA								FRA	FRENCH	FRA								1	090	090	09	2	-2.0	1	1	1	0	1	China	CH	CH		35	105	CH	1	France	FR	FR		46	2	FR	1	China	CH	CH		35	105	CH	20190909120000	https://www.thedrinksbusiness.com/2019/09/us-still-considering-tariffs-on-french-wine/
871438582	20190810	201908	2019	2019.6027	USA	THE US	USA								FRA	FRENCH	FRA								1	090	090	09	2	-2.0	7	1	7	0	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20190909120000	https://www.thedrinksbusiness.com/2019/09/us-still-considering-tariffs-on-french-wine/
871438583	20190902	201909	2019	2019.6630											USA	UNITED STATES	USA								1	112	112	11	3	-2.0	4	1	4	-3.99159663865546	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20190909120000	https://www.pinknews.co.uk/2019/09/09/trans-woman-lauren-jackson-anti-trans-attack-oregon/
871438584	20190902	201909	2019	2019.6630											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-3.99159663865546	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20190909120000	https://www.pinknews.co.uk/2019/09/09/trans-woman-lauren-jackson-anti-trans-attack-oregon/
871438585	20190902	201909	2019	2019.6630	AFR	AFRICA	AFR								GHA	GHANA	GHA								1	040	040	04	1	1.0	10	1	10	1.75438596491228	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20190909120000	https://www.devex.com/news/how-can-agtech-live-up-to-the-hype-in-africa-95559
